timestamp,pitch,pitch_rate,error,integral,wheel_vel,control_output
8.740000,0.153950,0.755135,-0.043950,0.026724,2.487086,2.487086
8.744000,0.160926,0.109258,-0.050926,0.026520,2.394040,2.394040
8.748000,0.169011,-0.035369,-0.059011,0.026284,2.285961,2.285961
8.752000,0.176157,-0.097995,-0.066157,0.026019,2.184853,2.184853
8.756000,0.187397,-0.340593,-0.077397,0.025710,2.035923,2.035923
8.760000,0.193888,0.160163,-0.083888,0.025374,1.934493,1.934493
8.764000,0.203625,0.160610,-0.093625,0.025000,1.794623,1.794623
8.768000,0.208810,0.298528,-0.098810,0.024605,1.700524,1.700524
8.772000,0.214416,0.748974,-0.104416,0.024187,1.599287,1.599287
8.776000,0.220326,0.593576,-0.110326,0.023746,1.492118,1.492118
8.780000,0.223132,0.347520,-0.113132,0.023293,1.416196,1.416196
8.784000,0.227338,0.212020,-0.117338,0.022824,1.323353,1.323353
8.788000,0.225743,0.155065,-0.115743,0.022361,1.291942,1.291942
8.792000,0.226278,0.029496,-0.116278,0.021896,1.237231,1.237231
8.796000,0.226991,-0.149920,-0.116991,0.021428,1.179970,1.179970
8.800000,0.226355,0.078488,-0.116355,0.020962,1.136884,1.136884
8.804000,0.218821,0.007608,-0.108821,0.020527,1.169190,1.169190
8.808000,0.209470,-0.198962,-0.099470,0.020129,1.223720,1.223720
8.812000,0.201781,0.064136,-0.091781,0.019762,1.263222,1.263222
8.816000,0.199779,0.088362,-0.089779,0.019403,1.243295,1.243295
8.820000,0.190598,0.156115,-0.080598,0.019080,1.302886,1.302886
8.824000,0.182579,0.300107,-0.072579,0.018790,1.353139,1.353139
8.828000,0.176673,0.329746,-0.066673,0.018523,1.383414,1.383414
8.832000,0.167031,-0.023255,-0.057031,0.018295,1.457053,1.457053
8.836000,0.159247,0.092376,-0.049247,0.018098,1.514139,1.514139
8.840000,0.153417,0.216286,-0.043417,0.017925,1.553085,1.553085
8.844000,0.146958,0.292018,-0.036958,0.017777,1.601542,1.601542
8.848000,0.139848,0.629609,-0.029848,0.017657,1.659929,1.659929
8.852000,0.135109,0.537814,-0.025109,0.017557,1.695415,1.695415
8.856000,0.132033,0.243011,-0.022033,0.017469,1.714977,1.714977
8.860000,0.129746,-0.270015,-0.019746,0.017390,1.727555,1.727555
8.864000,0.125609,-0.414713,-0.015609,0.017327,1.761702,1.761702
8.868000,0.124735,-0.534829,-0.014735,0.017268,1.762039,1.762039
8.872000,0.121959,-0.132846,-0.011959,0.017221,1.783949,1.783949
8.876000,0.126978,0.037167,-0.016978,0.017153,1.721928,1.721928
8.880000,0.132450,-0.045171,-0.022450,0.017063,1.653609,1.653609
8.884000,0.140948,0.145664,-0.030948,0.016939,1.550526,1.550526
8.888000,0.146851,0.270470,-0.036851,0.016792,1.472991,1.472991
8.892000,0.156672,-0.157508,-0.046672,0.016605,1.350449,1.350449
8.896000,0.165408,-0.434510,-0.055408,0.016383,1.236221,1.236221
8.900000,0.171257,-0.315900,-0.061257,0.016138,1.150233,1.150233
8.904000,0.181253,0.100338,-0.071253,0.015853,1.016405,1.016405
8.908000,0.187379,0.162031,-0.077379,0.015544,0.921019,0.921019
8.912000,0.193431,0.175894,-0.083431,0.015210,0.823769,0.823769
8.916000,0.199190,0.048008,-0.089190,0.014853,0.727067,0.727067
8.920000,0.209069,-0.237394,-0.099069,0.014457,0.582728,0.582728
8.924000,0.212852,-0.291591,-0.102852,0.014046,0.501117,0.501117
8.928000,0.217930,-0.458150,-0.107930,0.013614,0.403391,0.403391
8.932000,0.225169,-0.438649,-0.115169,0.013153,0.279671,0.279671
8.936000,0.225696,-0.403531,-0.115696,0.012691,0.226336,0.226336
8.940000,0.230156,-0.496560,-0.120156,0.012210,0.129168,0.129168
8.944000,0.220600,-0.499838,-0.110600,0.011767,0.183314,0.183314
8.948000,0.219191,-0.620704,-0.109191,0.011331,0.151088,0.151088
8.952000,0.212160,-0.641293,-0.102160,0.010922,0.180638,0.180638
8.956000,0.205855,-0.631602,-0.095855,0.010539,0.204506,0.204506
8.960000,0.199367,-0.651362,-0.089367,0.010181,0.232541,0.232541
8.964000,0.192655,-0.839047,-0.082655,0.009851,0.265392,0.265392
8.968000,0.181116,-0.610147,-0.071116,0.009566,0.353591,0.353591
8.972000,0.171893,-0.320909,-0.061893,0.009319,0.420704,0.420704
8.976000,0.165038,-0.171570,-0.055038,0.009098,0.465545,0.465545
8.980000,0.151303,-0.108597,-0.041303,0.008933,0.588565,0.588565
8.984000,0.144458,-0.228141,-0.034458,0.008795,0.641487,0.641487
8.988000,0.137670,-0.135317,-0.027670,0.008685,0.696874,0.696874
8.992000,0.130958,-0.188736,-0.020958,0.008601,0.754471,0.754471
8.996000,0.117754,-0.563486,-0.007754,0.008570,0.886115,0.886115
9.000000,0.111328,-0.485627,-0.001328,0.008565,0.948810,0.948810
9.004000,0.100871,-0.672012,0.009129,0.008601,1.058622,1.058622
9.008000,0.099092,-0.644742,0.010908,0.008645,1.077855,1.077855
9.012000,0.095693,-0.409748,0.014307,0.008702,1.116272,1.116272
9.016000,0.090443,-0.401194,0.019557,0.008780,1.176803,1.176803
9.020000,0.090457,-0.517520,0.019543,0.008858,1.182171,1.182171
9.024000,0.089361,-0.477085,0.020639,0.008941,1.200295,1.200295
9.028000,0.093235,-0.243337,0.016765,0.009008,1.164905,1.164905
9.032000,0.094450,-0.205931,0.015550,0.009070,1.157717,1.157717
9.036000,0.098781,-0.192981,0.011219,0.009115,1.116272,1.116272
9.040000,0.104477,-0.497904,0.005523,0.009137,1.058615,1.058615
9.044000,0.112872,-0.490037,-0.002872,0.009126,0.969541,0.969541
9.048000,0.112872,-0.490037,-0.002872,0.009114,0.969389,0.969389
9.052000,0.124535,-0.749931,-0.014535,0.009056,0.841420,0.841420
9.056000,0.136304,-0.645678,-0.026304,0.008951,0.708146,0.708146
9.060000,0.142459,-0.560921,-0.032459,0.008821,0.631915,0.631915
9.064000,0.154265,-0.198707,-0.044265,0.008644,0.491235,0.491235
9.068000,0.158288,-0.040749,-0.048288,0.008451,0.431133,0.431133
9.072000,0.164059,-0.403457,-0.054059,0.008234,0.349865,0.349865
9.076000,0.173913,-0.320552,-0.063913,0.007979,0.221341,0.221341
9.080000,0.179132,-0.400466,-0.069132,0.007702,0.139569,0.139569
9.084000,0.188109,-0.463073,-0.078109,0.007390,0.014212,0.014212
9.088000,0.191560,-0.389312,-0.081560,0.007064,-0.054394,-0.054394
9.092000,0.193673,-0.257643,-0.083673,0.006729,-0.110236,-0.110236
9.096000,0.192890,-0.081504,-0.082890,0.006397,-0.135755,-0.135755
9.100000,0.186034,0.019226,-0.076034,0.006093,-0.095111,-0.095111
9.104000,0.176859,-0.212969,-0.066859,0.005826,-0.027178,-0.027178
9.108000,0.170198,-0.456651,-0.060198,0.005585,0.016153,0.016153
9.112000,0.163235,-0.618584,-0.053235,0.005372,0.065091,0.065091
9.116000,0.149154,-0.593159,-0.039154,0.005215,0.194406,0.194406
9.120000,0.142181,-0.661578,-0.032181,0.005087,0.251018,0.251018
9.124000,0.130856,-0.372759,-0.020856,0.005003,0.358087,0.358087
9.128000,0.124021,-0.334198,-0.014021,0.004947,0.420427,0.420427
9.132000,0.114924,-0.299220,-0.004924,0.004927,0.510498,0.510498
9.136000,0.108183,-0.272867,0.001817,0.004935,0.578532,0.578532
9.140000,0.097246,-0.335537,0.012754,0.004986,0.695478,0.695478
9.144000,0.088783,-0.388014,0.021217,0.005071,0.789772,0.789772
9.148000,0.080287,-0.247161,0.029713,0.005190,0.888088,0.888088
9.152000,0.074045,-0.200885,0.035955,0.005333,0.965430,0.965430
9.156000,0.067643,-0.052568,0.042357,0.005503,1.047442,1.047442
9.160000,0.055675,-0.291592,0.054325,0.005720,1.193297,1.193297
9.164000,0.049546,-0.311155,0.060454,0.005962,1.280080,1.280080
9.168000,0.041769,-0.226958,0.068231,0.006235,1.387817,1.387817
9.172000,0.040346,-0.508182,0.069654,0.006513,1.429463,1.429463
9.176000,0.040224,-0.592718,0.069776,0.006793,1.458155,1.458155
9.180000,0.043672,-0.744692,0.066328,0.007058,1.448501,1.448501
9.184000,0.046779,-0.625187,0.063221,0.007311,1.441921,1.441921
9.188000,0.050075,-0.289437,0.059925,0.007550,1.432573,1.432573
9.192000,0.058462,0.006352,0.051538,0.007757,1.366630,1.366630
9.196000,0.064880,-0.156982,0.045120,0.007937,1.319489,1.319489
9.200000,0.075320,-0.115182,0.034680,0.008076,1.226079,1.226079
9.204000,0.081347,-0.524208,0.028653,0.008190,1.177214,1.177214
9.208000,0.090133,-0.593648,0.019867,0.008270,1.095760,1.095760
9.212000,0.098716,-0.369392,0.011284,0.008315,1.013115,1.013115
9.216000,0.105184,-0.313818,0.004816,0.008334,0.950197,0.950197
9.220000,0.117711,0.104676,-0.007711,0.008303,0.818222,0.818222
9.224000,0.123950,0.030118,-0.013950,0.008248,0.750183,0.750183
9.228000,0.130078,0.044878,-0.020078,0.008167,0.680512,0.680512
9.232000,0.140917,-0.002449,-0.030917,0.008044,0.556525,0.556525
9.236000,0.145895,0.026478,-0.035895,0.007900,0.492280,0.492280
9.240000,0.151864,0.102742,-0.041864,0.007733,0.414736,0.414736
9.244000,0.158875,-0.257941,-0.048875,0.007537,0.323057,0.323057
9.248000,0.162939,-0.250847,-0.052939,0.007325,0.260553,0.260553
9.252000,0.170247,-0.338643,-0.060247,0.007084,0.160478,0.160478
9.256000,0.165835,-0.399873,-0.055835,0.006861,0.185501,0.185501
9.260000,0.162172,-0.200864,-0.052172,0.006652,0.203181,0.203181
9.264000,0.162620,-0.039732,-0.052620,0.006442,0.176697,0.176697
9.268000,0.157655,0.109238,-0.047655,0.006251,0.208994,0.208994
9.272000,0.150457,0.059369,-0.040457,0.006089,0.267188,0.267188
9.276000,0.146081,0.013622,-0.036081,0.005945,0.296876,0.296876
9.280000,0.135443,-0.303950,-0.025443,0.005843,0.396636,0.396636
9.284000,0.126426,-0.391442,-0.016426,0.005778,0.482429,0.482429
9.288000,0.119912,-0.288938,-0.009912,0.005738,0.544235,0.544235
9.292000,0.106546,-0.311476,0.003454,0.005752,0.683658,0.683658
9.296000,0.102366,-0.253554,0.007634,0.005782,0.727618,0.727618
9.300000,0.093467,0.028506,0.016533,0.005848,0.825291,0.825291
9.304000,0.082580,0.138355,0.027420,0.005958,0.948341,0.948341
9.308000,0.076597,0.109270,0.033403,0.006092,1.022106,1.022106
9.312000,0.068548,-0.056570,0.041452,0.006258,1.121260,1.121260
9.316000,0.062949,-0.130988,0.047051,0.006446,1.197070,1.197070
9.320000,0.058538,0.211292,0.051462,0.006652,1.262528,1.262528
9.324000,0.061695,0.206016,0.048305,0.006845,1.247379,1.247379
9.328000,0.060863,0.242570,0.049137,0.007041,1.275458,1.275458
9.332000,0.059361,0.256518,0.050639,0.007244,1.311607,1.311607
9.336000,0.055693,0.415880,0.054307,0.007461,1.372331,1.372331
9.340000,0.054624,0.158195,0.055376,0.007683,1.406212,1.406212
9.344000,0.058679,0.096445,0.051321,0.007888,1.384748,1.384748
9.348000,0.061942,-0.095247,0.048058,0.008080,1.370856,1.370856
9.352000,0.067432,-0.365162,0.042568,0.008250,1.331647,1.331647
9.356000,0.073539,-0.445874,0.036461,0.008396,1.283888,1.283888
9.360000,0.077377,-0.431391,0.032623,0.008527,1.258800,1.258800
9.364000,0.084171,-0.489537,0.025829,0.008630,1.199901,1.199901
9.368000,0.094860,-0.370980,0.015140,0.008691,1.095866,1.095866
9.372000,0.103592,-0.614581,0.006408,0.008716,1.009297,1.009297
9.376000,0.110354,-0.626884,-0.000354,0.008715,0.940862,0.940862
9.380000,0.117768,-0.406704,-0.007768,0.008684,0.862440,0.862440
9.384000,0.124282,-0.063985,-0.014282,0.008627,0.790775,0.790775
9.392000,0.142750,0.110815,-0.032750,0.008413,0.579477,0.579477
9.396000,0.146785,-0.084297,-0.036785,0.008265,0.524607,0.524607
9.400000,0.153773,-0.186311,-0.043773,0.008090,0.435317,0.435317
9.404000,0.160554,-0.442547,-0.050554,0.007888,0.345258,0.345258
9.408000,0.168329,-0.361234,-0.058329,0.007655,0.241336,0.241336
9.412000,0.174279,-0.234499,-0.064279,0.007398,0.154054,0.154054
9.416000,0.178812,-0.332243,-0.068812,0.007122,0.079565,0.079565
9.420000,0.186271,-0.275526,-0.076271,0.006817,-0.029158,-0.029158
9.424000,0.195357,-0.304749,-0.085357,0.006476,-0.158847,-0.158847
9.428000,0.197219,-0.334489,-0.087219,0.006127,-0.213254,-0.213254
9.432000,0.199918,-0.377108,-0.089918,0.005767,-0.278143,-0.278143
9.436000,0.196779,-0.545929,-0.086779,0.005420,-0.280696,-0.280696
9.440000,0.189197,-0.394555,-0.079197,0.005103,-0.234110,-0.234110
9.444000,0.181904,-0.095907,-0.071904,0.004816,-0.188467,-0.188467
9.448000,0.174923,0.053186,-0.064923,0.004556,-0.143892,-0.143892
9.452000,0.163177,0.166393,-0.053177,0.004343,-0.044791,-0.044791
9.456000,0.156015,0.110715,-0.046015,0.004159,0.000000,0.008322
9.460000,0.146537,0.237574,-0.036537,0.004013,0.089581,0.089581
9.464000,0.139560,0.272883,-0.029560,0.003895,0.147128,0.147128
9.468000,0.127790,0.370684,-0.017790,0.003824,0.260030,0.260030
9.472000,0.118375,0.315878,-0.008375,0.003790,0.351743,0.351743
9.476000,0.109089,0.274451,0.000911,0.003794,0.445937,0.445937
9.480000,0.102790,0.189854,0.007210,0.003823,0.511344,0.511344
9.484000,0.096293,0.017702,0.013707,0.003878,0.581853,0.581853
9.488000,0.091895,-0.047233,0.018105,0.003950,0.632351,0.632351
9.492000,0.092341,0.023883,0.017659,0.004021,0.632072,0.632072
9.496000,0.088978,0.521521,0.021022,0.004105,0.674000,0.674000
9.500000,0.085301,0.806933,0.024699,0.004204,0.721023,0.721023
9.504000,0.088274,0.764607,0.021726,0.004290,0.697035,0.697035
9.508000,0.090294,0.410786,0.019706,0.004369,0.682930,0.682930
9.512000,0.096831,0.237959,0.013169,0.004422,0.619041,0.619041
9.516000,0.098790,0.104094,0.011210,0.004467,0.603217,0.603217
9.520000,0.104263,-0.017954,0.005737,0.004490,0.548324,0.548324
9.524000,0.113338,0.253250,-0.003338,0.004476,0.452151,0.452151
9.528000,0.118580,0.493440,-0.008580,0.004442,0.394714,0.394714
9.532000,0.125967,0.697511,-0.015967,0.004378,0.311741,0.311741
9.536000,0.134911,0.627149,-0.024911,0.004279,0.208912,0.208912
9.540000,0.141993,0.537579,-0.031993,0.004151,0.122998,0.122998
9.544000,0.146827,0.519752,-0.036827,0.004003,0.058767,0.058767
9.548000,0.151437,0.293375,-0.041437,0.003838,0.000000,-0.005211
9.552000,0.156618,-0.002663,-0.046618,0.003651,-0.077521,-0.077521
9.556000,0.160221,0.090620,-0.050221,0.003450,-0.134857,-0.134857
9.560000,0.160394,0.173663,-0.050394,0.003249,-0.156420,-0.156420
9.564000,0.153348,0.097643,-0.043348,0.003075,-0.099537,-0.099537
9.568000,0.148878,-0.219310,-0.038878,0.002920,-0.068843,-0.068843
9.572000,0.139641,-0.275848,-0.029641,0.002801,0.015354,0.015354
9.576000,0.135185,-0.220182,-0.025185,0.002700,0.050334,0.050334
9.580000,0.126141,-0.244533,-0.016141,0.002636,0.137165,0.137165
9.584000,0.114246,-0.151047,-0.004246,0.002619,0.258467,0.258467
9.588000,0.107098,0.028315,0.002902,0.002630,0.332224,0.332224
9.592000,0.099862,0.107377,0.010138,0.002671,0.409897,0.409897
9.596000,0.085511,-0.077484,0.024489,0.002769,0.568420,0.568420
9.600000,0.078811,-0.342492,0.031189,0.002894,0.648706,0.648706
9.604000,0.075880,-0.584496,0.034120,0.003030,0.690791,0.690791
9.608000,0.073649,-0.639718,0.036351,0.003176,0.726953,0.726953
9.612000,0.065484,-0.476534,0.044516,0.003354,0.829455,0.829455
9.616000,0.056296,-0.403195,0.053704,0.003569,0.946484,0.946484
9.620000,0.060960,-0.336386,0.049040,0.003765,0.915700,0.915700
9.624000,0.065802,-0.043218,0.044198,0.003941,0.882072,0.882072
9.628000,0.067906,-0.060876,0.042094,0.004110,0.877192,0.877192
9.632000,0.071738,-0.176451,0.038262,0.004263,0.852956,0.852956
9.636000,0.076648,-0.587238,0.033352,0.004396,0.815797,0.815797
9.640000,0.083858,-0.711280,0.026142,0.004501,0.751861,0.751861
9.644000,0.092781,-0.478350,0.017219,0.004570,0.666669,0.666669
9.652000,0.104512,-0.105918,0.005488,0.004634,0.554176,0.554176
9.656000,0.109788,-0.015969,0.000212,0.004635,0.500960,0.500960
9.660000,0.119904,-0.017841,-0.009904,0.004595,0.392581,0.392581
9.664000,0.124979,-0.074382,-0.014979,0.004535,0.335468,0.335468
9.668000,0.129964,-0.029768,-0.019964,0.004455,0.277070,0.277070
9.672000,0.136408,-0.060808,-0.026408,0.004350,0.200467,0.200467
9.676000,0.141188,-0.060395,-0.031188,0.004225,0.139337,0.139337
9.680000,0.148135,-0.156084,-0.038135,0.004072,0.052320,0.052320
9.684000,0.148248,-0.175143,-0.038248,0.003920,0.037173,0.037173
9.688000,0.147268,-0.184217,-0.037268,0.003770,0.033357,0.033357
9.692000,0.140568,-0.156005,-0.030568,0.003648,0.092005,0.092005
9.696000,0.134906,-0.265427,-0.024906,0.003549,0.141215,0.141215
9.700000,0.122515,-0.000534,-0.012515,0.003498,0.265830,0.265830
9.704000,0.114902,0.045894,-0.004902,0.003479,0.342378,0.342378
9.708000,0.107104,0.016468,0.002896,0.003490,0.423790,0.423790
9.712000,0.104575,0.012509,0.005425,0.003512,0.450556,0.450556
9.716000,0.089017,0.174952,0.020983,0.003596,0.621147,0.621147
9.720000,0.079878,0.121139,0.030122,0.003717,0.727213,0.727213
9.724000,0.073089,0.069851,0.036911,0.003864,0.811309,0.811309
9.728000,0.066391,-0.077496,0.043609,0.004039,0.897392,0.897392
9.732000,0.062982,-0.014822,0.047018,0.004227,0.950466,0.950466
9.736000,0.057924,0.148107,0.052076,0.004435,1.023422,1.023422
9.740000,0.052764,0.312997,0.057236,0.004664,1.099826,1.099826
9.744000,0.042778,0.230345,0.067222,0.004933,1.231367,1.231367
9.748000,0.036460,0.192740,0.073540,0.005227,1.326757,1.326757
9.752000,0.038623,0.114373,0.071377,0.005513,1.332173,1.332173
9.756000,0.040894,0.387529,0.069106,0.005789,1.336330,1.336330
9.760000,0.041059,0.282297,0.068941,0.006065,1.363237,1.363237
9.764000,0.041028,0.206577,0.068972,0.006341,1.392564,1.392564
9.768000,0.045691,0.156469,0.064309,0.006598,1.370822,1.370822
9.772000,0.052284,0.194382,0.057716,0.006829,1.326595,1.326595
9.776000,0.057111,0.142945,0.052889,0.007040,1.299536,1.299536
9.780000,0.063231,-0.051657,0.046769,0.007227,1.256604,1.256604
9.784000,0.069168,0.086907,0.040832,0.007391,1.213453,1.213453
9.788000,0.072064,0.042899,0.037936,0.007542,1.201302,1.201302
9.792000,0.079910,0.268172,0.030090,0.007663,1.133706,1.133706
9.796000,0.084456,0.355044,0.025544,0.007765,1.099231,1.099231
9.800000,0.089830,0.056072,0.020170,0.007846,1.053747,1.053747
9.804000,0.093352,0.064272,0.016648,0.007912,1.026291,1.026291
9.808000,0.096985,-0.131730,0.013015,0.007964,0.995976,0.995976
9.812000,0.095519,-0.073394,0.014481,0.008022,1.019789,1.019789
9.816000,0.088495,-0.382112,0.021505,0.008108,1.104492,1.104492
9.820000,0.086418,-0.595208,0.023582,0.008203,1.137172,1.137172
9.824000,0.087470,-0.577221,0.022530,0.008293,1.136227,1.136227
9.828000,0.073983,-0.495796,0.036017,0.008437,1.293943,1.293943
9.832000,0.063248,-0.280047,0.046752,0.008624,1.426083,1.426083
9.836000,0.055037,-0.243434,0.054963,0.008844,1.534491,1.534491
9.840000,0.041625,-0.273547,0.068375,0.009117,1.702992,1.702992
9.844000,0.038750,-0.116703,0.071250,0.009402,1.761255,1.761255
9.848000,0.022944,-0.244781,0.087056,0.009750,1.962616,1.962616
9.852000,0.015038,-0.592168,0.094962,0.010130,2.083506,2.083506
9.856000,0.002169,-0.886744,0.107831,0.010561,2.262170,2.262170
9.860000,-0.008036,-0.963518,0.118036,0.011034,2.416834,2.416834
9.864000,-0.015673,-0.890567,0.125673,0.011536,2.547761,2.547761
9.868000,-0.028096,-0.956970,0.138096,0.012089,2.734560,2.734560
9.872000,-0.037851,-1.275592,0.147851,0.012680,2.897273,2.897273
9.876000,-0.047484,-1.265085,0.157484,0.013310,3.062927,3.062927
9.880000,-0.054556,-1.062055,0.164556,0.013968,3.204784,3.204784
9.884000,-0.061506,-0.890596,0.171506,0.014654,3.348683,3.348683
9.888000,-0.072761,-0.960264,0.182761,0.015385,3.542949,3.542949
9.892000,-0.081342,-0.897420,0.191342,0.016151,3.712645,3.712645
9.896000,-0.087785,-1.229590,0.197785,0.016942,3.862790,3.862790
9.900000,-0.098236,-1.579085,0.208236,0.017775,4.059880,4.059880
9.904000,-0.106312,-1.476561,0.216312,0.018640,4.235403,4.235403
9.908000,-0.112274,-1.445810,0.222274,0.019529,4.391429,4.391429
9.912000,-0.122000,-2.371348,0.232000,0.020457,4.591537,4.591537
9.916000,-0.127610,-2.692741,0.237610,0.021408,4.750732,4.750732
9.920000,-0.134897,-2.724249,0.244897,0.022387,4.931047,4.931047
9.924000,-0.140184,-2.602584,0.250184,0.023388,5.092745,5.092745
9.928000,-0.148528,-2.142421,0.258528,0.024422,5.290459,5.290459
9.932000,-0.154918,-1.549015,0.264918,0.025482,5.470370,5.470370
9.936000,-0.161041,-1.407966,0.271041,0.026566,5.650274,5.650274
9.940000,-0.165420,-1.094897,0.275420,0.027668,5.813919,5.813919
9.944000,-0.169728,-1.085727,0.279728,0.028786,5.978974,5.978974
9.948000,-0.176494,-2.305964,0.286494,0.029932,6.173040,6.173040
9.952000,-0.180319,-2.275075,0.290319,0.031094,6.337838,6.337838
9.956000,-0.184745,-2.174710,0.294745,0.032273,6.511127,6.511127
9.960000,-0.190878,-1.032596,0.300878,0.033476,6.705170,6.705170
9.964000,-0.193761,-0.867784,0.303761,0.034691,6.866294,6.866294
9.968000,-0.196614,-0.553066,0.306614,0.035918,7.028634,7.028634
9.972000,-0.201132,-1.416341,0.311132,0.037162,7.210658,7.210658
9.976000,-0.203626,-1.831768,0.313626,0.038417,7.372541,7.372541
9.980000,-0.206616,-2.290633,0.316616,0.039683,7.541157,7.541157
9.984000,-0.209547,-1.875871,0.319547,0.040961,7.710568,7.710568
9.988000,-0.210454,-0.886549,0.320454,0.042243,7.859217,7.859217
9.992000,-0.211257,0.485275,0.321257,0.043528,8.007418,8.007418
9.996000,-0.212323,0.184157,0.322323,0.044818,8.159088,8.159088
10.000000,-0.213862,-0.251036,0.323862,0.046113,8.316553,8.316553
10.004000,-0.214156,-0.930547,0.324156,0.047410,8.461176,8.461176
10.008000,-0.214458,-1.119853,0.324458,0.048707,8.606194,8.606194
10.012000,-0.215595,-1.435153,0.325595,0.050010,8.760637,8.760637
10.016000,-0.215794,-0.620656,0.325794,0.051313,8.905355,8.905355
10.020000,-0.216015,-0.936554,0.326015,0.052617,9.050522,9.050522
10.024000,-0.215615,0.434054,0.325615,0.053919,9.189093,9.189093
10.028000,-0.213183,1.118495,0.323183,0.055212,9.305397,9.305397
10.032000,-0.209713,1.805758,0.319713,0.056491,9.409588,9.409588
10.036000,-0.204998,1.645077,0.314998,0.057751,9.498994,9.498994
10.040000,-0.203631,1.043753,0.313631,0.059006,9.623362,9.623362
10.048000,-0.195973,0.211847,0.305973,0.061466,9.815362,9.815362
10.052000,-0.190139,1.187469,0.300139,0.062667,9.887296,9.887296
10.056000,-0.189299,0.903802,0.299299,0.063864,10.011655,10.011655
10.060000,-0.165388,3.049694,0.275388,0.064966,9.883034,9.883034
10.064000,-0.162541,3.289983,0.272541,0.066056,9.976480,9.976480
10.068000,-0.150794,3.315094,0.260794,0.067099,9.970893,9.970893
10.072000,-0.141959,2.696456,0.251959,0.068107,9.992572,9.992572
10.076000,-0.128386,3.258787,0.238386,0.069060,9.958701,9.958701
10.080000,-0.112336,1.874937,0.222336,0.069950,9.892360,9.892360
10.084000,-0.099150,2.052993,0.209150,0.070786,9.851027,9.851027
10.088000,-0.085113,4.319991,0.195113,0.071567,9.794880,9.794880
10.092000,-0.076743,5.000434,0.186743,0.072314,9.794881,9.794881
10.096000,-0.051649,5.323306,0.161649,0.072960,9.607929,9.607929
10.100000,-0.037730,4.413932,0.147730,0.073551,9.533625,9.533625
10.104000,-0.026912,4.063326,0.136912,0.074099,9.487134,9.487134
10.108000,-0.013122,3.144993,0.123122,0.074591,9.403089,9.403089
10.112000,0.012620,3.272043,0.097380,0.074981,9.182280,9.182280
10.116000,0.025525,3.739971,0.084475,0.075319,9.091827,9.091827
10.120000,0.049319,4.382812,0.060681,0.075562,8.876293,8.876293
10.124000,0.063288,5.479628,0.046712,0.075748,8.758628,8.758628
10.128000,0.081899,6.397608,0.028101,0.075861,8.583736,8.583736
10.132000,0.105158,5.354021,0.004842,0.075880,8.350036,8.350036
10.136000,0.114082,5.189068,-0.004082,0.075864,8.263584,8.263584
10.140000,0.140780,4.129071,-0.030780,0.075741,7.977832,7.977832
10.144000,0.153942,4.519768,-0.043942,0.075565,7.829461,7.829461
10.148000,0.167019,6.427550,-0.057019,0.075337,7.675724,7.675724
10.152000,0.186806,6.969606,-0.076806,0.075030,7.442385,7.442385
10.156000,0.199663,5.859148,-0.089663,0.074671,7.276501,7.276501
10.160000,0.216429,5.589620,-0.106429,0.074245,7.061760,7.061760
10.164000,0.228218,4.491685,-0.118218,0.073772,6.894146,6.894146
10.168000,0.253051,3.420925,-0.143051,0.073200,6.578188,6.578188
10.172000,0.265529,3.100895,-0.155529,0.072578,6.387404,6.387404
10.176000,0.278516,4.070788,-0.168516,0.071904,6.185064,6.185064
10.180000,0.299114,5.012619,-0.189114,0.071148,5.893421,5.893421
10.184000,0.311749,5.075627,-0.201749,0.070341,5.680321,5.680321
10.188000,0.327812,5.111919,-0.217812,0.069469,5.423744,5.423744
10.192000,0.339812,4.430797,-0.229812,0.068550,5.204579,5.204579
10.196000,0.362655,4.101915,-0.252655,0.067539,4.861122,4.861122
10.200000,0.377691,3.356865,-0.267691,0.066469,4.593797,4.593797
10.204000,0.388789,3.045143,-0.278789,0.065353,4.362765,4.362765
10.208000,0.399681,2.841829,-0.289681,0.064195,4.128584,4.128584
10.212000,0.417538,1.918180,-0.307538,0.062965,3.812974,3.812974
10.216000,0.427736,1.453770,-0.317736,0.061694,3.573642,3.573642
10.220000,0.441241,1.592967,-0.331241,0.060369,3.293158,3.293158
10.224000,0.451022,1.241230,-0.341022,0.059005,3.047406,3.047406
10.228000,0.462998,2.279096,-0.352998,0.057593,2.772912,2.772912
10.232000,0.474755,2.085938,-0.364755,0.056134,2.495428,2.495428
10.236000,0.484106,1.453234,-0.374106,0.054637,2.238984,2.238984
10.240000,0.498758,-0.071154,-0.388758,0.053082,1.920098,1.920098
10.244000,0.507520,-0.415841,-0.397520,0.051492,1.659454,1.659454
10.248000,0.518937,-1.404405,-0.408937,0.049856,1.365539,1.365539
10.252000,0.532469,-1.882460,-0.422469,0.048166,1.043420,1.043420
10.256000,0.540385,-1.291895,-0.430385,0.046445,0.776977,0.776977
10.260000,0.550390,-1.013123,-0.440390,0.044683,0.483775,0.483775
10.264000,0.562498,-0.993386,-0.452498,0.042873,0.163041,0.163041
10.268000,0.571866,-0.516051,-0.461866,0.041026,-0.132938,-0.132938
10.272000,0.578746,-0.612630,-0.468746,0.039151,-0.405998,-0.405998
10.276000,0.587491,-0.986881,-0.477491,0.037241,-0.702894,-0.702894
10.280000,0.593739,-1.839302,-0.483739,0.035306,-0.976438,-0.976438
